"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency"
"970",15,"WV","WEST VIRGINIA UNIVERSITY",5
"971",15,"WV","AMERICAN PUBLIC EDUCATION, INC.",4
"972",15,"WY","HCL GLOBAL SYSTEMS INC",71
"973",15,"WY","APPFUSIONS, INC.",1
"974",15,"WY","AX-SOLUTIONS, LLC",1
"975",15,"WY","DEALMACHINE LLC",1
"976",15,"WY","EMIT TECHNOLOGIES INC",1
"977",15,"WY","ITERIA-US",1
"978",15,"WY","KNOTT SOLUTIONS, LLC",1
"979",15,"WY","MKS TECHNOLOGY, INC",1
"980",15,"WY","RECASHER CORP",1
"981",15,"WY","TATA CHEMICALS NORTH AMERICA",1
"982",15,"WY","VISIONARY COMMUNICATIONS, INC.",1
"983",15,"WY","WYOMING PSYCHIATRY",1
"984",17,"AK","NORTHERN STAR (POGO) LLC",18
"985",17,"AK","UNIVERSITY OF ALASKA",4
"986",17,"AK","TECK ALASKA INCORPORATED",2
"987",17,"AK","KAKIVIK ASSET MANAGEMENT, LLC",1
"988",17,"AL","MANDO AMERICA CORPORATION",22
"989",17,"AL","MESA ASSOCIATES, INC.",6
"990",17,"AL","HANWHA ADVANCED MATERIALS AMERICA, LLC.",5
"991",17,"AL","KAMTEK INC.",5
"992",17,"AL","NUCOR STEEL DECATUR, LLC",4
"993",17,"AL","THE UNIVERSITY OF ALABAMA AT BIRMINGHAM",4
"994",17,"AL","VSP, LLC",4
"995",17,"AR","WAL-MART ASSOCIATES, INC.",16
"996",17,"AR","BIG RIVER STEEL LLC",7
"997",17,"AR","GARVER LLC",5
"998",17,"AR","GREAT LAKES CHEMICAL CORPORATION, PART OF THE LANXESS GROUP",5
"999",17,"AR","WELSPUN PIPES, INC.",5
"1000",17,"AZ","ASML US, LP",96
"1001",17,"AZ","MICROCHIP TECHNOLOGY INC.",81
"1002",17,"AZ","SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",51
"1003",17,"AZ","ASM AMERICA INC.",35
"1004",17,"AZ","ASML US LP",19
"1005",17,"AZ","CAROLLO ENGINEERS, INC.",19
"1006",17,"AZ","SUNDT CONSTRUCTION INC.",19
"1007",17,"CA","INTEL CORPORATION",981
"1008",17,"CA","APPLE INC.",500
"1009",17,"CA","TESLA, INC.",457
"1010",17,"CA","GOOGLE LLC",314
"1011",17,"CA","HCL AMERICA, INC.",292
"1012",17,"CO","ARCADIS U.S., INC.",72
"1013",17,"CO","THE ALLIANCE FOR SUSTAINABLE ENERGY LLC",70
"1014",17,"CO","JACOBS ENGINEERING GROUP INC.",58
"1015",17,"CO","STANTEC CONSULTING SERVICES INC.",47
"1016",17,"CO","JACOBS CONSULTANCY INC.",34
"1017",17,"CT","CYIENT, INC.",229
"1018",17,"CT","QUEST GLOBAL SERVICES- N.A., INC.",105
"1019",17,"CT","PRAXAIR, INC.",31
"1020",17,"CT","ALSTOM GRID LLC",30
"1021",17,"CT","STANLEY BLACK & DECKER, INC.",26
"1022",17,"DC","STUDIOS ARCHITECTURE",6
"1023",17,"DC","INNOVO CONSTRUCTION LLC",4
"1024",17,"DC","PAGE SOUTHERLAND PAGE, INC. (PAGE)",4
"1025",17,"DC","SETTY & ASSOCIATES INTERNATIONAL, PLLC",4
"1026",17,"DC","BONSTRA HARESIGN ARCHITECTS LLP",3
"1027",17,"DC","DC DEPARTMENT OF CORRECTIONS",3
"1028",17,"DC","KISHIMOTO.GORDON.DALAYA PC",3
"1029",17,"DC","NATIONAL RAILROAD PASSENGER CORPORATION",3
"1030",17,"DC","PERKINS EASTMAN DC PLLC",3
"1031",17,"DC","PGN ARCHITECTS, PLLC",3
"1032",17,"DE","E. I. DU PONT DE NEMOURS AND COMPANY",11
"1033",17,"DE","SIEMENS MOBILITY, INC.",10
"1034",17,"DE","ASTRAZENECA PHARMACEUTICALS LP",5
"1035",17,"DE","AXIOM ENGINEERING, LLC",3
"1036",17,"DE","SCINORX TECHNOLOGIES INC.",3
"1037",17,"FL","SIEMENS PLM SOFTWARE, INC.",53
"1038",17,"FL","SIEMENS ENERGY, INC.",37
"1039",17,"FL","VEROTECH SOLUTIONS,LLC",25
"1040",17,"FL","MODIS E&T, LLC",24
"1041",17,"FL","MAGIC LEAP, INC.",23
"1042",17,"GA","FUSION LIFE SCIENCES TECHNOLOGIES LLC",188
"1043",17,"GA","GULFSTREAM AEROSPACE CORPORATION",54
"1044",17,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",48
"1045",17,"GA","ABB ENTERPRISE SOFTWARE, INC.",30
"1046",17,"GA","ATRONIX ACQUISITION CORP.",23
"1047",17,"HI","NAN, INC.",11
"1048",17,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",3
"1049",17,"HI","SU-MO BUILDERS, INC.",3
"1050",17,"HI","GREENPATH TECHNOLOGIES, INC",2
"1051",17,"HI","HAWAIIAN AIRLINES INC.",2
"1052",17,"HI","JAS. W. GLOVER, LTD",2
"1053",17,"HI","MARTIN & CHOCK, INC.",2
"1054",17,"IA","ROCKWELL COLLINS INC.",13
"1055",17,"IA","B/E AEROSPACE, INC., A WHOLLY-OWNED SUBSIDIARY OF ROCKWELL COLLINS INC",11
"1056",17,"IA","DANFOSS POWER SOLUTIONS (US) COMPANY",9
"1057",17,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",7
"1058",17,"IA","HAGIE MANUFACTURING",6
"1059",17,"IA","THE UNIVERSITY OF IOWA",6
"1060",17,"ID","MICRON TECHNOLOGY, INC.",341
"1061",17,"ID","MICRON TECHNOLOGY INC",21
"1062",17,"ID","BATTELLE ENERGY ALLIANCE, LLC",20
"1063",17,"ID","MICRON SEMICONDUCTOR PRODUCTS, INC.",8
"1064",17,"ID","AUTOVOL, INC",4
"1065",17,"ID","POWER ENGINEERS, INC.",4
"1066",17,"IL","AXISCADES, INC.",158
"1067",17,"IL","CATERPILLAR INC.",82
"1068",17,"IL","CARESOFT GLOBAL, INC.",52
"1069",17,"IL","ONWARD TECHNOLOGIES, INC",46
"1070",17,"IL","AUTOMOTIVE ROBOTICS INC",44
"1071",17,"IL","MOLEX, LLC",44
"1072",17,"IN","LHP SOFTWARE LLC",88
"1073",17,"IN","ZIMMER, INC.",59
"1074",17,"IN","MIDCONTINENT INDEPENDENT SYSTEM OPERATOR, INC.",49
"1075",17,"IN","PURDUE UNIVERSITY",27
"1076",17,"IN","FAURECIA EMISSIONS CONTROL TECHNOLOGIES, USA, LLC",22
"1077",17,"KS","BLACK & VEATCH CORPORATION",110
"1078",17,"KS","SPRINT CORPORATION",78
"1079",17,"KS","TERRACON CONSULTANTS, INC.",33
"1080",17,"KS","WICHITA STATE UNIVERSITY",9
"1081",17,"KS","KIEWIT ENGINEERING GROUP INC.",7
"1082",17,"KY","HITACHI AUTOMOTIVE SYSTEMS AMERICAS, INC.",17
"1083",17,"KY","GRUPO ANTOLIN KENTUCKY, INC",7
"1084",17,"KY","HAIER US APPLIANCE SOLUTIONS INC.",6
"1085",17,"KY","MATERIAL HANDLING SYSTEMS, INC.",5
"1086",17,"KY","WORK4CE, INC.",5
"1087",17,"LA","MMR CONSTRUCTORS INC",20
"1088",17,"LA","ENTERGY SERVICES, LLC",18
"1089",17,"LA","MMR INTERNATIONAL LTD",17
"1090",17,"LA","INTRALOX, LLC",9
"1091",17,"LA","LOUISIANA STATE UNIVERSITY AND A & M COLLEGE",8
"1092",17,"MA","ANALOG DEVICES INC",108
"1093",17,"MA","ALTRAN US CORP",43
"1094",17,"MA","BOSTON SCIENTIFIC CORPORATION",41
"1095",17,"MA","THERMO FISHER SCIENTIFIC INC.",35
"1096",17,"MA","SCHNEIDER ELECTRIC USA, INC.",33
"1097",17,"MD","TATA CONSULTANCY SERVICES LIMITED",86
"1098",17,"MD","EASI LLC",48
"1099",17,"MD","TELNET, INC.",37
"1100",17,"MD","AEROTEK, INC.",22
"1101",17,"MD","CALLISONRTKL INC.",22
"1102",17,"ME","TRC ENGINEERS, LLC",19
"1103",17,"ME","TRC ENVIRONMENTAL CORPORATION",8
"1104",17,"ME","UNIVERSITY OF MAINE",3
"1105",17,"ME","WOODARD & CURRAN, INC.",2
"1106",17,"ME","RLC ENGINEERING, LLC",1
"1107",17,"ME","TOWN OF ORONO",1
"1108",17,"ME","TRC ENGINEERS, INC.",1
"1109",17,"ME","WRIGHT-PIERCE",1
"1110",17,"MI","GENERAL MOTORS COMPANY",221
"1111",17,"MI","FCA US LLC",177
"1112",17,"MI","ALTAIR PRODUCTDESIGN, INC.",175
"1113",17,"MI","FORD MOTOR COMPANY",152
"1114",17,"MI","APTIV CORPORATION",133
"1115",17,"MN","MEDTRONIC, INC.",112
"1116",17,"MN","COVIDIEN LP",54
"1117",17,"MN","M. A. MORTENSON COMPANY",20
"1118",17,"MN","STARKEY LABORATORIES, INC.",17
"1119",17,"MN","MAYO CLINIC",15
"1120",17,"MO","BURNS & MCDONNELL ENGINEERING COMPANY, INC.",48
"1121",17,"MO","HNTB CORPORATION",43
"1122",17,"MO","HELLMUTH OBATA + KASSABAUM, INC.",27
"1123",17,"MO","AMDOCS, INC.",16
"1124",17,"MO","CLAYCO, INC.",13
"1125",17,"MS","JINDAL TUBULAR USA, LLC",8
"1126",17,"MS","MISSISSIPPI STATE UNIVERSITY",5
"1127",17,"MS","WILLIAMS-SONOMA, INC.",3
"1128",17,"MS","BORGWARNER EMISSIONS SYSTEMS LLC",2
"1129",17,"MS","FAURECIA MADISON AUTOMOTIVE SEATING, INC.",2
"1130",17,"MS","THE POWER SOURCE, PLLC",2
"1131",17,"MS","W. G. YATES & SONS CONSTRUCTION COMPANY",2
"1132",17,"MT","ASCENT VISION TECHNOLOGIES LLC",1
"1133",17,"MT","ASCENT VISION TECHNOLOGIES, LLC",1
"1134",17,"NC","TECHNOSOFT ENGINEERING, INC.",79
"1135",17,"NC","ABB INC.",50
"1136",17,"NC","QORVO US, INC.",46
"1137",17,"NC","IBM CORPORATION",45
"1138",17,"NC","XDIN, INC.",30
"1139",17,"ND","UNIVERSITY OF NORTH DAKOTA",5
"1140",17,"ND","ULTEIG ENGINEERS, INC.",4
"1141",17,"ND","APPAREO SYSTEMS, LLC.",1
"1142",17,"ND","FUSION AUTOMATION INC.",1
"1143",17,"ND","INFONERO  INC",1
"1144",17,"ND","METAL BUILDING SOFTWARE, INC.",1
"1145",17,"ND","MICROBEAM TECHNOLOGIES INC.",1
"1146",17,"ND","NORTHERN PLAINS POWER TECHNOLOGIES, INC.",1
"1147",17,"ND","OBERMILLER NELSON ENGINEERING",1
"1148",17,"ND","STEFFES CORPORATION",1
"1149",17,"ND","WANZEK CONSTRUCTION, INC.",1
"1150",17,"NE","HDR ENGINEERING, INC.",67
"1151",17,"NE","HDR ARCHITECTURE, INC.",29
"1152",17,"NE","HDR ENGINEERING, INC. OF THE CAROLINAS",12
"1153",17,"NE","DLR GROUP, INC.",10
"1154",17,"NE","HENNINGSON, DURHAM &AMP; RICHARDSON, PC",6
"1155",17,"NE","KIEWIT ENERGY GROUP INC.",6
"1156",17,"NE","VALMONT INDUSTRIES, INC.",6
"1157",17,"NH","EMRITSOLUTIONS LLC",14
"1158",17,"NH","ALLEGRO MICROSYSTEMS, LLC",5
"1159",17,"NH","MICRODESK, INC.",5
"1160",17,"NH","MARKEM-IMAJE CORPORATION",4
"1161",17,"NH","CONCUR ENGINEERING SOLUTIONS LLC",3
"1162",17,"NH","LONZA BIOLOGICS, INC.",3
"1163",17,"NH","PARALLEL WIRELESS, INC.",3
"1164",17,"NJ","L&T TECHNOLOGY SERVICES LIMITED",558
"1165",17,"NJ","LS SOLUTIONS, INC.",75
"1166",17,"NJ","TECH MAHINDRA (AMERICAS),INC.",72
"1167",17,"NJ","I3INFOTEK, INC.",44
"1168",17,"NJ","HONEYWELL INTERNATIONAL INC.",41
"1169",17,"NJ","NOKIA OF AMERICA CORPORATION",41
"1170",17,"NM","TRIAD NATIONAL SECURITY, LLC",12
"1171",17,"NM","APPLIED RESEARCH ASSOCIATES, INC.",8
"1172",17,"NM","ARRAY TECHNOLOGIES, INC.",4
"1173",17,"NM","PAJARITO SCIENTIFIC CORPORATION",4
"1174",17,"NM","DEKKER/PERICH/SABATINI",3
"1175",17,"NV","ROUND MOUNTAIN GOLD CORPORATION",5
"1176",17,"NV","ARISTOCRAT TECHNOLOGIES, INC.",4
"1177",17,"NV","SEDGMAN USA INCORPORATED",4
"1178",17,"NV","ALLEGIANT TRAVEL COMPANY",3
"1179",17,"NV","JLM INDUSTRIAL SUPPLY, INC. OF NEVADA",3
"1180",17,"NV","MCELHANEY STRUCTURAL ENGINEER, LLC.",3
"1181",17,"NV","PE SERVICES",3
"1182",17,"NY","WSP USA INC.",133
"1183",17,"NY","THORNTON TOMASETTI, INC.",44
"1184",17,"NY","SKIDMORE, OWINGS & MERRILL LLP",41
"1185",17,"NY","TURNER CONSTRUCTION",33
"1186",17,"NY","PERKINS EASTMAN ARCHITECTS DPC",30
"1187",17,"OH","GOKEN AMERICA, LLC",38
"1188",17,"OH","EATON CORPORATION",37
"1189",17,"OH","ADVANTAGE TECHNICAL SERVICES, INC.",28
"1190",17,"OH","THE OHIO STATE UNIVERSITY",27
"1191",17,"OH","FUYAO GLASS AMERICA INC.",24
"1192",17,"OK","UNIVERSITY OF OKLAHOMA",12
"1193",17,"OK","LEIDOS ENGINEERING, LLC",8
"1194",17,"OK","TEK LEADERS INC",8
"1195",17,"OK","B+T GROUP",7
"1196",17,"OK","PHILLIPS 66 COMPANY",7
"1197",17,"OR","MENTOR GRAPHICS CORPORATION",18
"1198",17,"OR","ZIMMER GUNSUL FRASCA ARCHITECTS LLP",16
"1199",17,"OR","DAIMLER TRUCKS NORTH AMERICA LLC",13
"1200",17,"OR","NIKE, INC.",8
"1201",17,"OR","JIREH SEMICONDUCTOR, INC.",7
"1202",17,"PA","QUADGEN WIRELESS SOLUTIONS, INC.",46
"1203",17,"PA","ANSYS, INC.",45
"1204",17,"PA","STV INCORPORATED",44
"1205",17,"PA","DELOITTE CONSULTING LLP",32
"1206",17,"PA","TE CONNECTIVITY CORPORATION",31
"1207",17,"RI","DASSAULT SYSTEMES SIMULIA CORP.",33
"1208",17,"RI","DASSAULT SYSTEMES SIMULIA CORP",10
"1209",17,"RI","TEKNOR APEX COMPANY",7
"1210",17,"RI","FACTORY MUTUAL INSURANCE COMPANY",4
"1211",17,"RI","CADENCE SCIENCE, INC.",2
"1212",17,"RI","IGUS BEARINGS, INC.",2
"1213",17,"RI","RHODES PHARMACETUCIALS LP",2
"1214",17,"RI","XIMEDICA, LLC",2
"1215",17,"SC","SCHAEFFLER GROUP USA, INC.",23
"1216",17,"SC","SCHAEFFLER GROUP USA INC.",14
"1217",17,"SC","TTI MACAO COMMERCIAL OFFSHORE LIMITED",11
"1218",17,"SC","ZF TRANSMISSIONS GRAY COURT, LLC",7
"1219",17,"SC","BORGWARNER PDS (USA) INC.",6
"1220",17,"SC","CHINA JUSHI USA CORPORATION",6
"1221",17,"SC","PIERBURG US, LLC",6
"1222",17,"SD","GENPRO ENERGY SOLUTIONS, LLC",3
"1223",17,"SD","GENPRO ADVANCED TECHNOLOGIES, LLC",2
"1224",17,"SD","RE/SPEC, INC.",2
"1225",17,"SD","ADVANCED REMOTE SENSING, INC.",1
"1226",17,"SD","B&G INDUSTRIES, INC.",1
"1227",17,"SD","COMPASS HEALTH BRANDS CORP.",1
"1228",17,"SD","GAGE BROTHERS CONCRETE PRODUCTS INC.",1
"1229",17,"SD","SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY",1
"1230",17,"SD","STONE GROUP ARCHITECTS INC.",1
"1231",17,"SD","TEREX SOUTH DAKOTA, INC.",1
"1232",17,"SD","VRC METAL SYSTEMS, LLC",1
"1233",17,"TN","CUMMINS INC.",450
"1234",17,"TN","CUMMINS EMISSION SOLUTIONS INC.",46
"1235",17,"TN","LATITUDE 36, INC.",40
"1236",17,"TN","UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",35
"1237",17,"TN","CUMMINS FILTRATION, INC.",19
"1238",17,"TX","SAMSUNG AUSTIN SEMICONDUCTOR, L.L.C.",219
"1239",17,"TX","TEXAS INSTRUMENTS INCORPORATED",151
"1240",17,"TX","NXP USA, INC.",92
"1241",17,"TX","MOBILECOMM PROFESSIONALS, INC.",84
"1242",17,"TX","CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD.",78
"1243",17,"UT","IM FLASH TECHNOLOGIES, LLC",50
"1244",17,"UT","KENNECOTT UTAH COPPER LLC",12
"1245",17,"UT","VAREX IMAGING CORPORATION",12
"1246",17,"UT","UNIVERSITY OF UTAH",6
"1247",17,"UT","ANCESTRY.COM OPERATIONS, INC.",5
"1248",17,"UT","BHB CONSULTING ENGINEERS",5
"1249",17,"VA","AECOM TECHNICAL SERVICES, INC.",126
"1250",17,"VA","REVEREIT LLC",59
"1251",17,"VA","GLOBAL TECHNOLOGY ASSOCIATES LLC",42
"1252",17,"VA","VALIDATION ASSOCIATES LLC",34
"1253",17,"VA","LANCESOFT, INC.",33
"1254",17,"VT","ASCENSION TECHNOLOGY CORPORATION",2
"1255",17,"VT","CN HOLDINGS, INC.",1
"1256",17,"VT","GARFLEX INC",1
"1257",17,"VT","GREEN MOUNTAIN SEMICONDUCTOR, INC.",1
"1258",17,"VT","HAYWARD TYLER, INC.",1
"1259",17,"VT","HAZELETT STRIP-CASTING CORPORATION",1
"1260",17,"VT","ITECH US, INC.",1
"1261",17,"VT","OMEGA OPTICAL INC.",1
"1262",17,"WA","MICROSOFT CORPORATION",270
"1263",17,"WA","AMAZON.COM SERVICES, INC.",129
"1264",17,"WA","SEL ENGINEERING SERVICES, INC.",69
"1265",17,"WA","A2Z DEVELOPMENT CENTER, INC.",55
"1266",17,"WA","BATTELLE MEMORIAL INSTITUTE",53
"1267",17,"WI","ROCKWELL AUTOMATION, INC.",31
"1268",17,"WI","GE PRECISION HEALTHCARE LLC",27
"1269",17,"WI","JOHNSON CONTROLS, INC.",25
"1270",17,"WI","CNH INDUSTRIAL AMERICA LLC",20
"1271",17,"WI","KOHLER COMPANY",20
"1272",17,"WV","MYLAN PHARMACEUTICALS INC.",8
"1273",17,"WV","SANESO INC.",6
"1274",17,"WV","KEYLOGIC SYSTEMS",5
"1275",17,"WV","DIAMOND ELECTRIC MFG. CORPORATION",2
"1276",17,"WV","MOUNTAIN STATE SOFTWARE SOLUTIONS, LLC",2
"1277",17,"WV","US METHANOL, LLC",2
"1278",17,"WY","EMIT TECHNOLOGIES INC",5
"1279",17,"WY","UNIVERSITY OF WYOMING",4
"1280",17,"WY","PUMA SERVICES, INC.",3
"1281",17,"WY","BEYOND EFFICIENCY INC",2
"1282",17,"WY","BIGHORN CONSTRUCTION AND RECLAMATION, L.L.C.",1
"1283",17,"WY","MKS TECHNOLOGY, INC",1
"1284",17,"WY","ODULAIR LLC",1
"1285",17,"WY","PUMA SERVICES INC.",1
"1286",17,"WY","VOESTALPINE NORTRAK INC.",1
"1287",19,"AK","UNIVERSITY OF ALASKA",7
"1288",19,"AK","NORTHERN STAR (POGO) LLC",6
"1289",19,"AK","FOUNDATION HEALTH LLC",1
"1290",19,"AK","NATIVE VILLAGE OF EYAK",1
"1291",19,"AK","OIL SEARCH (ALASKA), LLC",1
"1292",19,"AL","THE UNIVERSITY OF ALABAMA AT BIRMINGHAM",62
"1293",19,"AL","UNIVERSITY OF ALABAMA AT BIRMINGHAM",15
"1294",19,"AL","SOUTHERN RESEARCH INSTITUTE",9
"1295",19,"AL","AUBURN UNIVERSITY",6
"1296",19,"AL","THE UNIVERSITY OF ALABAMA",5
"1297",19,"AR","UNIVERSITY OF ARKANSAS",18
"1298",19,"AR","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES",16
"1299",19,"AR","WAL-MART ASSOCIATES, INC.",3
"1300",19,"AR","ARKANSAS STATE UNIVERSITY",2
"1301",19,"AR","COBB-VANTRESS, INC.",2
"1302",19,"AR","HDMS & STANDARD GIS, INC.",2
"1303",19,"AR","SYRIAN EMERGENCY TASK FORCE",2
"1304",19,"AZ","THE UNIVERSITY OF ARIZONA",49
"1305",19,"AZ","ARIZONA STATE UNIVERSITY",33
"1306",19,"AZ","ASML US, LP",8
"1307",19,"AZ","ADELANTE HEALTHCARE, INC.",6
"1308",19,"AZ","THE TRANSLATIONAL GENOMICS RESEARCH INSTITUTE",5
"1309",19,"CA","THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR. UNIVERSITY",198
"1310",19,"CA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",183
"1311",19,"CA","AMGEN INC.",101
"1312",19,"CA","UNIVERSITY OF CALIFORNIA, LOS ANGELES",92
"1313",19,"CA","UNIVERSITY OF CALIFORNIA, SAN DIEGO",87
"1314",19,"CO","UNIVERSITY OF COLORADO",80
"1315",19,"CO","UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH",23
"1316",19,"CO","THE ALLIANCE FOR SUSTAINABLE ENERGY LLC",16
"1317",19,"CO","COLORADO STATE UNIVERSITY",14
"1318",19,"CO","TOLMAR, INC.",6
"1319",19,"CT","YALE UNIVERSITY",116
"1320",19,"CT","UNIVERSITY OF CONNECTICUT",27
"1321",19,"CT","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",18
"1322",19,"CT","UNIVERSITY OF CONNECTICUT HEALTH CENTER",11
"1323",19,"CT","MOUNT SINAI GENOMICS INC.",9
"1324",19,"DC","GEORGETOWN UNIVERSITY",19
"1325",19,"DC","WORLD RESOURCES INSTITUTE",17
"1326",19,"DC","AMERICAN INSTITUTES FOR RESEARCH",16
"1327",19,"DC","THE GEORGE WASHINGTON UNIVERSITY",14
"1328",19,"DC","EDGEWORTH ECONOMICS, LLC",11
"1329",19,"DC","THE BRATTLE GROUP",11
"1330",19,"DE","E. I. DU PONT DE NEMOURS AND COMPANY",33
"1331",19,"DE","ASTRAZENECA PHARMACEUTICALS LP",14
"1332",19,"DE","ADESIS, INC.",10
"1333",19,"DE","INCYTE CORPORATION",10
"1334",19,"DE","BLACKROCK FINANCIAL MANAGEMENT, INC.",9
"1335",19,"DE","UNIVERSITY OF DELAWARE",9
"1336",19,"FL","UNIVERSITY OF FLORIDA",59
"1337",19,"FL","UNIVERSITY OF MIAMI",35
"1338",19,"FL","H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE",20
"1339",19,"FL","THE FLORIDA STATE UNIVERSITY",17
"1340",19,"FL","UNIVERSITY OF SOUTH FLORIDA",14
"1341",19,"GA","EMORY UNIVERSITY",85
"1342",19,"GA","THE UNIVERSITY OF GEORGIA",34
"1343",19,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",25
"1344",19,"GA","CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS",21
"1345",19,"GA","BOR USGA OBO AUGUSTA UNIVERSITY",14
"1346",19,"HI","RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII",8
"1347",19,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",5
"1348",19,"HI","UNIVERSITY OF HAWAII",5
"1349",19,"HI","THE QUEEN'S MEDICAL CENTER",3
"1350",19,"HI","WESTERN PACIFIC REGIONAL FISHERY MANAGEMENT COUNCIL",3
"1351",19,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",34
"1352",19,"IA","THE UNIVERSITY OF IOWA",34
"1353",19,"IA","IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION",10
"1354",19,"IA","KEMIN INDUSTRIES, INC.",6
"1355",19,"IA","CAMBREX CHARLES CITY, INC.",5
"1356",19,"ID","BATTELLE ENERGY ALLIANCE, LLC",10
"1357",19,"ID","UNIVERSITY OF IDAHO",10
"1358",19,"ID","ANALYTICAL LABORATORIES, INC.",3
"1359",19,"ID","BOISE STATE UNIVERSITY",2
"1360",19,"ID","J.R. SIMPLOT COMPANY",2
"1361",19,"ID","MICRON TECHNOLOGY, INC.",2
"1362",19,"ID","THE PEREGRINE FUND, INC.",2
"1363",19,"IL","NORTHWESTERN UNIVERSITY",115
"1364",19,"IL","THE UNIVERSITY OF CHICAGO",100
"1365",19,"IL","UNIVERSITY OF ILLINOIS AT CHICAGO",62
"1366",19,"IL","UCHICAGO ARGONNE, LLC",50
"1367",19,"IL","ZIFO TECHNOLOGIES, INC.",45
"1368",19,"IN","PURDUE UNIVERSITY",51
"1369",19,"IN","INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS",50
"1370",19,"IN","INDIANA UNIVERSITY",26
"1371",19,"IN","UNIVERSITY OF NOTRE DAME DU LAC",16
"1372",19,"IN","AGILE SCIENTIFIC GROUP",12
"1373",19,"KS","KANSAS STATE UNIVERSITY",21
"1374",19,"KS","THE UNIVERSITY OF KANSAS",13
"1375",19,"KS","THE UNIVERSITY OF KANSAS MEDICAL CENTER",13
"1376",19,"KS","RD2RX, LLC",6
"1377",19,"KS","INVISTA S.A.R.L.",4
"1378",19,"KY","UNIVERSITY OF KENTUCKY",38
"1379",19,"KY","UNIVERSITY OF LOUISVILLE",8
"1380",19,"KY","KING'S DAUGHTERS MEDICAL SPECIALTIES, INC.",4
"1381",19,"KY","BERT THIN FILMS, LLC",3
"1382",19,"KY","MURTY PHARMACEUTICALS, INC.",2
"1383",19,"KY","PIRAMAL PHARMA SOLUTIONS INC.",2
"1384",19,"KY","WHIP MIX CORPORATION",2
"1385",19,"LA","THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND",20
"1386",19,"LA","LSU HEALTH SCIENCES CENTER/NEW ORLEANS",11
"1387",19,"LA","LOUISIANA STATE UNIVERSITY AND A & M COLLEGE",9
"1388",19,"LA","LSU AGRICULTURAL CENTER",8
"1389",19,"LA","LSU HEALTH SCIENCES CENTER",6
"1390",19,"LA","WILLIS-KNIGHTON MEDICAL CENTER, INC.",6
"1391",19,"MA","GENERAL HOSPITAL CORPORATION",149
"1392",19,"MA","HARVARD UNIVERSITY",133
"1393",19,"MA","DANA-FARBER CANCER INSTITUTE",105
"1394",19,"MA","BRIGHAM AND WOMEN'S HOSPITAL",102
"1395",19,"MA","CHILDREN'S HOSPITAL CORPORATION",88
"1396",19,"MD","NATIONAL INSTITUTES OF HEALTH, HHS",165
"1397",19,"MD","HOWARD HUGHES MEDICAL INSTITUTE",111
"1398",19,"MD","JOHNS HOPKINS UNIVERSITY",99
"1399",19,"MD","THE JOHNS HOPKINS UNIVERSITY",77
"1400",19,"MD","UNIVERSITY OF MARYLAND COLLEGE PARK",76
"1401",19,"ME","THE JACKSON LABORATORY",35
"1402",19,"ME","BIGELOW LABORATORY FOR OCEAN SCIENCES",1
"1403",19,"ME","CHERRYFIELD FOODS, INC.",1
"1404",19,"ME","ENVIROLOGIX INC.",1
"1405",19,"ME","IDEXX LABORATORIES, INC.",1
"1406",19,"ME","THE MOUNT DESERT BIOLOGICAL LABORATORY",1
"1407",19,"ME","THE MOUNT DESERT ISLAND BIOLOGICAL LABORATORY",1
"1408",19,"ME","UNIVERSITY OF MAINE",1
"1409",19,"MI","UNIVERSITY OF MICHIGAN",183
"1410",19,"MI","KELLY SERVICES, INC.",65
"1411",19,"MI","THE DOW CHEMICAL COMPANY",43
"1412",19,"MI","MICHIGAN STATE UNIVERSITY",40
"1413",19,"MI","WAYNE STATE UNIVERSITY",29
"1414",19,"MN","MAYO CLINIC",158
"1415",19,"MN","UNIVERSITY OF MINNESOTA",106
"1416",19,"MN","RIVERVIEW, LLP",8
"1417",19,"MN","GROUP HEALTH PLAN, INC.",7
"1418",19,"MN","HENNEPIN HEALTHCARE SYSTEM, INC.",6
